property,most_recent,six_month,one_year,five_year
Density(kg/m³),922.4,929.7,925.9,926.4
Gravity(°API),21.8,20.6,21.2,21.1
Sulphur(wt%),3.85,3.85,3.78,3.83
MicroCarbonResidue(wt%),10.1,10.2,10.1,10.21
Sediment(ppmw),39.0,54.0,86.0,102.0
TotalAcidNumber(mgKOH/g),1.9,2.01,1.96,2.03
Salt(ptb),2.5,2.8,3.2,3.6
Nickel(mg/kg),55.8,66.0,64.5,65.5
Vanadium(mg/kg),162.0,170.5,167.2,169.7
